指标,地区,时间,数值
    上交所新上市公司数量（家）,上海,2019,20.00000
    上交所新上市公司数量（家）,上海,2020,35.00000
    上交所新上市公司数量（家）,江苏,2019,21.00000
    上交所新上市公司数量（家）,江苏,2020,44.00000
    上交所新上市公司数量（家）,浙江,2019,18.00000
    上交所新上市公司数量（家）,浙江,2020,31.00000
    上交所新上市公司数量（家）,安徽,2019,1.00000
    上交所新上市公司数量（家）,安徽,2020,9.00000
    上交所新上市公司数量（家）,福建,2019,3.00000
    上交所新上市公司数量（家）,福建,2020,4.00000
    上交所新上市公司数量（家）,江西,2019,0.00000
    上交所新上市公司数量（家）,江西,2020,7.00000
    上交所新上市公司数量（家）,山东,2019,10.00000
    上交所新上市公司数量（家）,山东,2020,8.00000
    上交所新上市公司数量（家）,河南,2019,1.00000
    上交所新上市公司数量（家）,河南,2020,1.00000
    上交所新上市公司数量（家）,湖北,2019,1.00000
    上交所新上市公司数量（家）,湖北,2020,7.00000
    上交所新上市公司数量（家）,湖南,2019,0.00000
    上交所新上市公司数量（家）,湖南,2020,7.00000
    上交所新上市公司数量（家）,广东,2019,14.00000
    上交所新上市公司数量（家）,广东,2020,9.00000
    上交所新上市公司数量（家）,广西,2019,0.00000
    上交所新上市公司数量（家）,广西,2020,0.00000
    上交所新上市公司数量（家）,海南,2019,0.00000
    上交所新上市公司数量（家）,海南,2020,1.00000
    上交所新上市公司数量（家）,重庆,2019,3.00000
    上交所新上市公司数量（家）,重庆,2020,1.00000
    上交所新上市公司数量（家）,四川,2019,3.00000
    上交所新上市公司数量（家）,四川,2020,5.00000
    上交所新上市公司数量（家）,贵州,2019,0.00000
    上交所新上市公司数量（家）,贵州,2020,1.00000
    上交所新上市公司数量（家）,云南,2019,1.00000
    上交所新上市公司数量（家）,云南,2020,1.00000
    上交所新上市公司数量（家）,西藏,2019,0.00000
    上交所新上市公司数量（家）,西藏,2020,0.00000
    上交所新上市公司数量（家）,陕西,2019,4.00000
    上交所新上市公司数量（家）,陕西,2020,3.00000
    上交所新上市公司数量（家）,甘肃,2019,0.00000
    上交所新上市公司数量（家）,甘肃,2020,0.00000
    上交所新上市公司数量（家）,青海,2019,0.00000
    上交所新上市公司数量（家）,青海,2020,0.00000
    上交所新上市公司数量（家）,宁夏,2019,1.00000
    上交所新上市公司数量（家）,宁夏,2020,0.00000
    上交所新上市公司数量（家）,新疆,2019,0.00000
    上交所新上市公司数量（家）,新疆,2020,1.00000
    上交所新上市公司数量（家）,深圳,2019,0.00000
    上交所新上市公司数量（家）,深圳,2020,12.00000
    上交所新上市公司数量（家）,大连,2019,0.00000
    上交所新上市公司数量（家）,大连,2020,1.00000
    上交所新上市公司数量（家）,宁波,2019,0.00000
    上交所新上市公司数量（家）,宁波,2020,7.00000
    上交所新上市公司数量（家）,厦门,2019,0.00000
    上交所新上市公司数量（家）,厦门,2020,4.00000
    上交所新上市公司数量（家）,青岛,2019,0.00000
    上交所新上市公司数量（家）,青岛,2020,2.00000
    深交所新上市公司数量（家）,北京,2019,10.00000
    深交所新上市公司数量（家）,北京,2020,15.00000
    深交所新上市公司数量（家）,天津,2019,0.00000
    深交所新上市公司数量（家）,天津,2020,3.00000
    深交所新上市公司数量（家）,河北,2019,2.00000
    深交所新上市公司数量（家）,河北,2020,3.00000
    深交所新上市公司数量（家）,山西,2019,0.00000
    深交所新上市公司数量（家）,山西,2020,1.00000
    深交所新上市公司数量（家）,内蒙古,2019,0.00000
    深交所新上市公司数量（家）,内蒙古,2020,0.00000
    深交所新上市公司数量（家）,辽宁,2019,2.00000
    深交所新上市公司数量（家）,辽宁,2020,0.00000
    深交所新上市公司数量（家）,吉林,2019,0.00000
    深交所新上市公司数量（家）,吉林,2020,2.00000
    深交所新上市公司数量（家）,黑龙江,2019,0.00000
    深交所新上市公司数量（家）,黑龙江,2020,1.00000
    深交所新上市公司数量（家）,上海,2019,2.00000
    深交所新上市公司数量（家）,上海,2020,4.00000
    深交所新上市公司数量（家）,江苏,2019,9.00000
    深交所新上市公司数量（家）,江苏,2020,17.00000
    深交所新上市公司数量（家）,浙江,2019,6.00000
    深交所新上市公司数量（家）,浙江,2020,18.00000
    深交所新上市公司数量（家）,安徽,2019,2.00000
    深交所新上市公司数量（家）,安徽,2020,11.00000
    深交所新上市公司数量（家）,福建,2019,0.00000
    深交所新上市公司数量（家）,福建,2020,0.00000
    深交所新上市公司数量（家）,江西,2019,1.00000
    深交所新上市公司数量（家）,江西,2020,3.00000
    深交所新上市公司数量（家）,山东,2019,2.00000
    深交所新上市公司数量（家）,山东,2020,5.00000
    深交所新上市公司数量（家）,河南,2019,1.00000
    深交所新上市公司数量（家）,河南,2020,6.00000
    深交所新上市公司数量（家）,湖北,2019,3.00000
    深交所新上市公司数量（家）,湖北,2020,2.00000
    深交所新上市公司数量（家）,湖南,2019,1.00000
    深交所新上市公司数量（家）,湖南,2020,4.00000
    深交所新上市公司数量（家）,广东,2019,11.00000
    深交所新上市公司数量（家）,广东,2020,17.00000
    深交所新上市公司数量（家）,广西,2019,1.00000
    深交所新上市公司数量（家）,广西,2020,0.00000
    深交所新上市公司数量（家）,海南,2019,0.00000
    深交所新上市公司数量（家）,海南,2020,0.00000
    深交所新上市公司数量（家）,重庆,2019,1.00000
    深交所新上市公司数量（家）,重庆,2020,2.00000
    深交所新上市公司数量（家）,四川,2019,4.00000
    深交所新上市公司数量（家）,四川,2020,6.00000
    深交所新上市公司数量（家）,贵州,2019,0.00000
    深交所新上市公司数量（家）,贵州,2020,1.00000
    深交所新上市公司数量（家）,云南,2019,2.00000
    深交所新上市公司数量（家）,云南,2020,0.00000
    深交所新上市公司数量（家）,西藏,2019,2.00000
    深交所新上市公司数量（家）,西藏,2020,1.00000
    深交所新上市公司数量（家）,陕西,2019,1.00000
    深交所新上市公司数量（家）,陕西,2020,3.00000
    深交所新上市公司数量（家）,甘肃,2019,0.00000
    深交所新上市公司数量（家）,甘肃,2020,0.00000
    深交所新上市公司数量（家）,青海,2019,0.00000
    深交所新上市公司数量（家）,青海,2020,0.00000
    深交所新上市公司数量（家）,宁夏,2019,0.00000
    深交所新上市公司数量（家）,宁夏,2020,0.00000
    深交所新上市公司数量（家）,新疆,2019,0.00000
    深交所新上市公司数量（家）,新疆,2020,1.00000
    深交所新上市公司数量（家）,深圳,2019,9.00000
    深交所新上市公司数量（家）,深圳,2020,22.00000
    深交所新上市公司数量（家）,大连,2019,0.00000
    深交所新上市公司数量（家）,大连,2020,0.00000
    深交所新上市公司数量（家）,宁波,2019,1.00000
    深交所新上市公司数量（家）,宁波,2020,6.00000
    深交所新上市公司数量（家）,厦门,2019,1.00000
    深交所新上市公司数量（家）,厦门,2020,5.00000
    深交所新上市公司数量（家）,青岛,2019,4.00000
    深交所新上市公司数量（家）,青岛,2020,2.00000
新上市公司市值（亿元）,北京,2019,8297.72000
新上市公司市值（亿元）,北京,2020,12763.81000
新上市公司市值（亿元）,天津,2019,135.52000
新上市公司市值（亿元）,天津,2020,763.96000
新上市公司市值（亿元）,河北,2019,0.00000
新上市公司市值（亿元）,河北,2020,771.99000
新上市公司市值（亿元）,山西,2019,0.00000
新上市公司市值（亿元）,山西,2020,78.89000
新上市公司市值（亿元）,内蒙古,2019,0.00000
新上市公司市值（亿元）,内蒙古,2020,0.00000
新上市公司市值（亿元）,辽宁,2019,135.77000
新上市公司市值（亿元）,辽宁,2020,69.95000
新上市公司市值（亿元）,吉林,2019,0.00000
新上市公司市值（亿元）,吉林,2020,116.68000
新上市公司市值（亿元）,黑龙江,2019,41.97000
新上市公司市值（亿元）,黑龙江,2020,95.22000
新上市公司市值（亿元）,上海,2019,3276.85000
新上市公司市值（亿元）,上海,2020,12929.36000
新上市公司市值（亿元）,江苏,2019,3211.70000
新上市公司市值（亿元）,江苏,2020,6186.55000
新上市公司市值（亿元）,浙江,2019,2929.09000
新上市公司市值（亿元）,浙江,2020,3919.48000
新上市公司市值（亿元）,安徽,2019,458.35000
新上市公司市值（亿元）,安徽,2020,1184.11000
新上市公司市值（亿元）,福建,2019,193.78000
新上市公司市值（亿元）,福建,2020,513.60000
新上市公司市值（亿元）,江西,2019,0.00000
新上市公司市值（亿元）,江西,2020,1077.20000
新上市公司市值（亿元）,山东,2019,1397.25000
新上市公司市值（亿元）,山东,2020,2049.76000
新上市公司市值（亿元）,河南,2019,64.48000
新上市公司市值（亿元）,河南,2020,615.56000
新上市公司市值（亿元）,湖北,2019,303.73000
新上市公司市值（亿元）,湖北,2020,740.87000
新上市公司市值（亿元）,湖南,2019,0.00000
新上市公司市值（亿元）,湖南,2020,1786.18000
新上市公司市值（亿元）,广东,2019,2525.44000
新上市公司市值（亿元）,广东,2020,1712.43000
新上市公司市值（亿元）,广西,2019,0.00000
新上市公司市值（亿元）,广西,2020,0.00000
新上市公司市值（亿元）,海南,2019,0.00000
新上市公司市值（亿元）,海南,2020,96.51000
新上市公司市值（亿元）,重庆,2019,722.15000
新上市公司市值（亿元）,重庆,2020,317.97000
新上市公司市值（亿元）,四川,2019,726.91000
新上市公司市值（亿元）,四川,2020,1315.96000
新上市公司市值（亿元）,贵州,2019,0.00000
新上市公司市值（亿元）,贵州,2020,548.04000
新上市公司市值（亿元）,云南,2019,752.18000
新上市公司市值（亿元）,云南,2020,58.89000
新上市公司市值（亿元）,西藏,2019,0.00000
新上市公司市值（亿元）,西藏,2020,88.21000
新上市公司市值（亿元）,陕西,2019,770.10000
新上市公司市值（亿元）,陕西,2020,907.37000
新上市公司市值（亿元）,甘肃,2019,0.00000
新上市公司市值（亿元）,甘肃,2020,0.00000
新上市公司市值（亿元）,青海,2019,0.00000
新上市公司市值（亿元）,青海,2020,0.00000
新上市公司市值（亿元）,宁夏,2019,697.40000
新上市公司市值（亿元）,宁夏,2020,0.00000
新上市公司市值（亿元）,新疆,2019,0.00000
新上市公司市值（亿元）,新疆,2020,71.79000
